authorID,country_code,aff_type,ROR_ID,new_country_code,new_afftype
10.1093/jcmc/zmab019+4.0,,,https://ror.org/03prydq77,AT,Education
10.1093/jcmc/zmab019+5.0,,,https://ror.org/03prydq77,AT,Education
10.1093/joc/jqab052+5.0,,,https://ror.org/00b30xv10,US,Education
10.1093/ccc/tcac007+1.0,,,https://ror.org/00t33hh48,CN,Education
10.1093/joc/jqac012+4.0,,,https://ror.org/02k40bc56,US,Education
10.1093/joc/jqab052+12.0,,,https://ror.org/00b30xv10,US,Education
10.1093/ccc/tcab045+1.0,,,https://ror.org/02bjhwk41,GE,Education
10.1093/hcr/hqab020+3.0,NL,1,https://ror.org/02jx3x895,NL,Education
10.1093/hcr/hqac004+1.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/hcr/hqab014+2.0,,,https://ror.org/02xawj266,US,Education
10.1093/joc/jqab048+2.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab024+3.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab046+3.0,,,https://ror.org/00t33hh48,CN,Education
10.1093/hcr/hqab020+1.0,GB,1,https://ror.org/0031wrj91,GB,Education
10.1093/joc/jqac001+1.0,US,1,https://ror.org/055f0jp24,US,Education
10.1093/joc/jqac002+2.0,,,https://ror.org/04vg4w365,GB,Education
10.1093/joc/jqac011+1.0,,,https://ror.org/03k1gpj17,US,Education
10.1093/ct/qtab011+3.0,US,0,https://ror.org/00yf3tm42,US,Non Education
10.1093/joc/jqab052+17.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqac011+3.0,,,https://ror.org/01tgyzw49,SG,Education
10.1093/ccc/tcab065+1.0,,,https://ror.org/03k1gpj17,US,Education
10.1093/joc/jqac011+2.0,,,https://ror.org/01g9vbr38,US,Education
10.1093/jcmc/zmac004+1.0,,,https://ror.org/00cvxb145,US,Education
10.1093/ccc/tcac009+1.0,,,https://ror.org/048sx0r50,US,Education
10.1093/jcmc/zmab015+4.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/jcmc/zmac006+2.0,,,https://ror.org/0145fw131,CN,Education
10.1093/hcr/hqab018+1.0,,,https://ror.org/00cvxb145,US,Education
10.1093/hcr/hqab017+3.0,,,https://ror.org/02dqehb95,US,Education
10.1093/ct/qtab011+5.0,US,0,https://ror.org/00yf3tm42,US,Non Education
10.1093/joc/jqab052+14.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab052+4.0,,,https://ror.org/024mw5h28,US,Education
10.1093/joc/jqab051+1.0,,,https://ror.org/02ttsq026,US,Education
10.1093/joc/jqab052+10.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab044+5.0,,,https://ror.org/05hs6h993,US,Education
10.1093/hcr/hqac002+1.0,,,https://ror.org/00f54p054,US,Education
10.1093/joc/jqab054+2.0,,,https://ror.org/02crff812,CH,Education
10.1093/hcr/hqac012+4.0,,,https://ror.org/02k40bc56,US,Education
10.1093/joc/jqac012+1.0,,,https://ror.org/02k40bc56,US,Education
10.1093/jcmc/zmac005+2.0,,,https://ror.org/03taz7m60,US,Education
10.1093/jcmc/zmac006+1.0,,,https://ror.org/03q8dnn23,CN,Education
10.1093/joc/jqab046+2.0,,,https://ror.org/057q6n778,KR,Education
10.1093/hcr/hqab021+2.0,,,https://ror.org/05hs6h993,US,Education
10.1093/jcmc/zmab019+1.0,,,https://ror.org/01tgyzw49,SG,Education
10.1093/joc/jqab043+2.0,,,https://ror.org/02k40bc56,US,Education
10.1093/ccc/tcac010+1.0,,,https://ror.org/04pp8hn57,NL,Education
10.1093/joc/jqab052+15.0,,,https://ror.org/024mw5h28,US,Education
10.1093/ccc/tcac011+1.0,,,https://ror.org/02czsnj07,AU,Education
10.1093/hcr/hqac003+1.0,,,https://ror.org/03qxff017,IL,Education
10.1093/hcr/hqab016+1.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/ct/qtaa035+1.0,,,https://ror.org/05hs6h993,US,Education
10.1093/ct/qtab003+2.0,CH,1,https://ror.org/01dx39x96,CH,Education
10.1093/jcmc/zmac003+1.0,,,https://ror.org/00wtvfq62,CN,Education
10.1093/ccc/tcab049+1.0,,,https://ror.org/00hj54h04,US,Education
10.1093/ct/qtab008+3.0,,,https://ror.org/03qxff017,IL,Education
10.1093/ccc/tcac013+2.0,,,https://ror.org/04pp8hn57,NL,Education
10.1093/hcr/hqac012+2.0,,,https://ror.org/032db5x82,US,Education
10.1093/hcr/hqab021+1.0,,,https://ror.org/03efmqc40,US,Education
10.1093/jcmc/zmab022+3.0,,,https://ror.org/037s24f05,US,Education
10.1093/joc/jqab046+1.0,,,https://ror.org/00t33hh48,CN,Education
10.1093/joc/jqab052+1.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab052+18.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab054+1.0,,,https://ror.org/02crff812,CH,Education
10.1093/hcr/hqab020+2.0,CH,1,https://ror.org/052gg0110,CH,Education
10.1093/hcr/hqab016+2.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/ccc/tcac005+1.0,,,https://ror.org/023qmza96,US,Education
10.1093/hcr/hqab013+5.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/jcmc/zmab015+3.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab014+2.0,,,https://ror.org/0072zz521,US,Education
10.1093/ccc/tcab043+2.0,,,https://ror.org/046xn0c82,IN,Education
10.1093/joc/jqaa039+4.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/ct/qtaa030+2.0,,,https://ror.org/05hs6h993,US,Education
10.1093/ct/qtz027+1.0,,,https://ror.org/02ttsq026,US,Education
10.1093/joc/jqab021+3.0,,,https://ror.org/03qxff017,IL,Education
10.1093/hcr/hqab008+2.0,,,https://ror.org/04p491231,US,Education
10.1093/joc/jqab002+5.0,,,https://ror.org/05dk0ce17,US,Education
10.1093/joc/jqab028+2.0,,,https://ror.org/05jhnwe22,AU,Education
10.1093/ct/qtz035+1.0,,,https://ror.org/00b1c9541,DE,Education
10.1093/jcmc/zmab011+2.0,,,https://ror.org/05bqach95,TW,Education
10.1093/hcr/hqab011+3.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/jcmc/zmaa019+1.0,,,https://ror.org/037t3ry66,US,Education
10.1093/ct/qtaa023+2.0,,,https://ror.org/03qxff017,IL,Education
10.1093/joc/jqz052+36.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/ct/qtz039+2.0,,,https://ror.org/02e3zdp86,US,Education
10.1093/joc/jqab009+1.0,,,https://ror.org/011vxgd24,US,Education
10.1093/joc/jqab029+11.0,,,https://ror.org/02bjhwk41,GE,Education
10.1093/hcr/hqab009+5.0,,,https://ror.org/03m2x1q45,US,Education
10.1093/joc/jqab016+2.0,,,https://ror.org/04p491231,US,Education
10.1093/jcmc/zmab013+1.0,,,https://ror.org/0294hxs80,US,Education
10.1093/joc/jqaa039+1.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/ccc/tcab033+1.0,,,https://ror.org/03dbr7087,CA,Education
10.1093/hcr/hqab001+3.0,,,https://ror.org/02k40bc56,US,Education
10.1093/ccc/tcab057+1.0,,,https://ror.org/032db5x82,US,Education
10.1093/jcmc/zmab002+2.0,,,https://ror.org/03taz7m60,US,Education
10.1093/ct/qtaa023+1.0,,,https://ror.org/03qxff017,IL,Education
10.1093/ct/qtaa005+5.0,,,https://ror.org/02e3zdp86,US,Education
10.1093/joc/jqab029+7.0,,,https://ror.org/052w4zt36,US,Education
10.1093/hcr/hqab009+1.0,,,https://ror.org/03m2x1q45,US,Education
10.1093/joc/jqab035+5.0,,,https://ror.org/00f54p054,US,Education
10.1093/ct/qtz007+1.0,,,https://ror.org/03r0ha626,US,Education
10.1093/joc/jqaa041+1.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/jcmc/zmab003+3.0,,,https://ror.org/02e7b5302,SG,Education
10.1093/jcmc/zmab014+2.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/ccc/tcaa012+1.0,,,https://ror.org/02ttsq026,US,Education
10.1093/ct/qtaa009+2.0,,,https://ror.org/03c4mmv16,CA,Education
10.1093/jcmc/zmab016+1.0,,,https://ror.org/013q1eq08,CN,Education
10.1093/ct/qtab002+2.0,,,https://ror.org/03xrrjk67,US,Education
10.1093/ccc/tcab036+1.0,,,https://ror.org/03pnv4752,AU,Education
10.1093/hcr/hqaa014+2.0,,,https://ror.org/00x67m532,DE,Education
10.1093/ccc/tcab006+2.0,,,https://ror.org/028pmsz77,US,Education
10.1093/hcr/hqab008+5.0,,,https://ror.org/04p491231,US,Education
10.1093/hcr/hqab008+6.0,,,https://ror.org/01kg8sb98,US,Education
10.1093/joc/jqab016+1.0,,,https://ror.org/02der9h97,US,Education
10.1093/ct/qtz008+1.0,,,https://ror.org/027z64205,IL,Education
10.1093/joc/jqab031+3.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab004+2.0,,,https://ror.org/05hs6h993,US,Education
10.1093/joc/jqab003+2.0,,,https://ror.org/01tm6cn81,SE,Education
10.1093/joc/jqab004+4.0,,,https://ror.org/05hs6h993,US,Education
10.1093/joc/jqaa041+5.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab031+5.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqaa041+3.0,,,https://ror.org/00b30xv10,US,Education
10.1093/ccc/tcab031+1.0,,,https://ror.org/03taz7m60,US,Education
10.1093/ct/qtaa032+1.0,,,https://ror.org/0405mnx93,US,Education
10.1093/joc/jqab041+5.0,US,1,https://ror.org/055f0jp24,US,Education
10.1093/hcr/hqab011+2.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/joc/jqaa041+4.0,,,https://ror.org/00b30xv10,US,Education
10.1093/hcr/hqaa010+1.0,,,https://ror.org/03awzbc87,CN,Education
10.1093/joc/jqz052+32.0,,,https://ror.org/0524sp257,GB,Education
10.1093/joc/jqab010+1.0,,,https://ror.org/03m2x1q45,US,Education
10.1093/joc/jqab002+6.0,,,https://ror.org/05dk0ce17,US,Education
10.1093/hcr/hqaa013+1.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab026+4.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/ccc/tcab038+1.0,,,https://ror.org/039eaqm23,US,Education
10.1093/jcmc/zmab002+4.0,,,https://ror.org/017zqws13,US,Education
10.1093/joc/jqab021+1.0,,,https://ror.org/03qxff017,IL,Education
10.1093/joc/jqab029+12.0,,,https://ror.org/03awzbc87,CN,Education
10.1093/jcmc/zmab007+3.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/joc/jqz052+31.0,,,https://ror.org/0145fw131,CN,Education
10.1093/jcmc/zmab005+2.0,,,https://ror.org/03q8dnn23,CN,Education
10.1093/hcr/hqaa014+7.0,,,https://ror.org/031bsb921,DE,Education
10.1093/ct/qtaa016+1.0,,,https://ror.org/046865y68,KR,Education
10.1093/hcr/hqab009+3.0,,,https://ror.org/03r0ha626,US,Education
10.1093/joc/jqz052+33.0,,,https://ror.org/02e7b5302,SG,Education
10.1093/jcmc/zmaa015+2.0,,,https://ror.org/00t33hh48,CN,Education
10.1093/joc/jqab035+4.0,,,https://ror.org/017zqws13,US,Education
10.1093/jcmc/zmab007+4.0,,,https://ror.org/012afjb06,US,Education
10.1093/joc/jqab029+5.0,,,https://ror.org/05krs5044,GB,Education
10.1093/joc/jqab009+3.0,,,https://ror.org/04p491231,US,Education
10.1093/ct/qtz022+1.0,,,https://ror.org/04p491231,US,Education
10.1093/joc/jqab037+1.0,,,https://ror.org/02v80fc35,US,Education
10.1093/ct/qtaa030+1.0,,,https://ror.org/022fs9h90,CH,Education
10.1093/ct/qtaa027+1.0,,,https://ror.org/03y7q9t39,NZ,Education
10.1093/joc/jqab003+4.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqz052+12.0,,,https://ror.org/031bsb921,DE,Education
10.1093/jcmc/zmab007+1.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/hcr/hqaa009+1.0,,,https://ror.org/00m6w7z96,PH,Education
10.1093/joc/jqaa041+2.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab023+4.0,,,https://ror.org/03xrrjk67,US,Education
10.1093/joc/jqz052+37.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab035+3.0,,,https://ror.org/02teq1165,US,Education
10.1093/joc/jqab026+1.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/joc/jqz052+1.0,,,https://ror.org/00b1c9541,DE,Education
10.1093/joc/jqab023+3.0,,,https://ror.org/0584fj407,US,Education
10.1093/joc/jqab029+4.0,,,https://ror.org/02ymw8z06,US,Education
10.1093/ct/qtz024+3.0,,,https://ror.org/00gxmhc57,US,Education
10.1093/jcmc/zmab006+3.0,,,https://ror.org/057w15z03,NL,Education
10.1093/hcr/hqab001+1.0,,,https://ror.org/02k40bc56,US,Education
10.1093/joc/jqab008+1.0,,,https://ror.org/00t33hh48,CN,Education
10.1093/joc/jqab029+6.0,,,https://ror.org/02ymw8z06,US,Education
10.1093/joc/jqz052+22.0,,,https://ror.org/00b1c9541,DE,Education
10.1093/joc/jqab021+2.0,,,https://ror.org/03qxff017,IL,Education
10.1093/jcmc/zmab005+1.0,,,https://ror.org/05hs6h993,US,Education
10.1093/ct/qtaa018+1.0,,,https://ror.org/03zga2b32,NO,Education
10.1093/joc/jqab029+10.0,,,https://ror.org/057w15z03,NL,Education
10.1093/joc/jqab030+2.0,,,https://ror.org/01wjejq96,KR,Education
10.1093/hcr/hqab001+2.0,,,https://ror.org/02k40bc56,US,Education
10.1093/joc/jqab021+5.0,,,https://ror.org/03qxff017,IL,Education
10.1093/joc/jqab008+2.0,,,https://ror.org/0145fw131,CN,Education
10.1093/ct/qtaa015+1.0,,,https://ror.org/03nhjjj32,AT,Education
10.1093/ccc/tcaa002+1.0,,,https://ror.org/00b30xv10,US,Education
10.1093/ccc/tcab050+2.0,,,https://ror.org/05krs5044,GB,Education
10.1093/jcmc/zmab010+2.0,,,https://ror.org/05hs6h993,US,Education
10.1093/ct/qtz036+1.0,,,https://ror.org/01szgyb91,US,Education
10.1093/jcmc/zmab003+2.0,,,https://ror.org/02e7b5302,SG,Education
10.1093/jcmc/zmaa020+2.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/joc/jqaa042+8.0,,,https://ror.org/05qwgg493,US,Education
10.1093/joc/jqaa039+5.0,,,https://ror.org/057w15z03,NL,Education
10.1093/hcr/hqaa011+1.0,,,https://ror.org/02b6qw903,US,Education
10.1093/ct/qtz038+2.0,,,https://ror.org/035z2ew45,US,Education
10.1093/ct/qtaa004+1.0,,,https://ror.org/014axpa37,DK,Education
10.1093/ccc/tcab006+1.0,,,https://ror.org/001gpfp45,US,Education
10.1093/jcmc/zmaa014+4.0,,,https://ror.org/031bsb921,DE,Education
10.1093/jcmc/zmab010+3.0,,,https://ror.org/02nx5r318,US,Education
10.1093/ccc/tcab046+1.0,,,https://ror.org/03awzbc87,CN,Education
10.1093/joc/jqab005+4.0,,,https://ror.org/031bsb921,DE,Education
10.1093/ccc/tcaa033+1.0,,,https://ror.org/03r0ha626,US,Education
10.1093/hcr/hqab010+1.0,,,https://ror.org/02f009v59,IL,Education
10.1093/joc/jqab034+3.0,,,https://ror.org/049s0rh22,US,Education
10.1093/jcmc/zmab012+2.0,,,https://ror.org/040af2s02,FI,Education
10.1093/jcmc/zmab003+1.0,,,https://ror.org/02e7b5302,SG,Education
10.1093/joc/jqab029+9.0,,,https://ror.org/055f0jp24,US,Education
10.1093/hcr/hqab003+2.0,,,https://ror.org/05v62cm79,GB,Education
10.1093/joc/jqab029+13.0,,,https://ror.org/04p491231,US,Education
10.1093/hcr/hqaa011+2.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/ccc/tcab039+1.0,,,https://ror.org/03qnxaf80,US,Education
10.1093/joc/jqab014+1.0,,,https://ror.org/02msan859,DE,Education
10.1093/joc/jqab034+2.0,,,https://ror.org/00hx57361,US,Education
10.1093/joc/jqz052+34.0,,,https://ror.org/05bnh6r87,US,Education
10.1093/ct/qtz024+1.0,,,https://ror.org/01e3m7079,US,Education
10.1093/joc/jqab023+2.0,,,https://ror.org/02xawj266,US,Education
10.1093/hcr/hqaa014+3.0,,,https://ror.org/04dkp9463,NL,Education
10.1093/joc/jqab013+3.0,,,https://ror.org/02der9h97,US,Education
10.1093/joc/jqz052+2.0,,,https://ror.org/00vtgdb53,GB,Education
10.1093/ct/qtaa005+3.0,,,https://ror.org/02eak8n78,US,Education
10.1093/ct/qtab001+3.0,,,https://ror.org/02der9h97,US,Education
10.1093/jcmc/zmab002+1.0,,,https://ror.org/03taz7m60,US,Education
10.1093/ccc/tcab047+1.0,,,https://ror.org/0053n5071,US,Education
10.1093/joc/jqab015+1.0,,,https://ror.org/00cvxb145,US,Education
10.1093/joc/jqab019+1.0,,,https://ror.org/00b30xv10,US,Education
10.1093/joc/jqab029+3.0,,,https://ror.org/02mpq6x41,US,Education
10.1093/hcr/hqaa015+7.0,,,https://ror.org/032db5x82,US,Education
10.1093/ct/qtaa006+1.0,,,https://ror.org/04tj63d06,US,Education
10.1093/ct/qtz030+1.0,,,https://ror.org/04tj63d06,US,Education
10.1093/joc/jqaa037+2.0,,,https://ror.org/03taz7m60,US,Education
10.1093/hcr/hqaa004+3.0,US,1,https://ror.org/03qt6ba18,US,Education
10.1093/joc/jqaa004+1.0,,,https://ror.org/00f54p054,US,Education
10.1093/joc/jqaa010+1.0,,,https://ror.org/05g3dte14,US,Education
10.1093/ccc/tcaa005+1.0,,,https://ror.org/037s24f05,US,Education
10.1093/hcr/hqaa008+6.0,,,https://ror.org/02n9j6f76,CO,Education
10.1093/joc/jqz042+2.0,,,https://ror.org/05qwgg493,US,Education
10.1093/hcr/hqz020+1.0,,,https://ror.org/02k3smh20,US,Education
10.1093/joc/jqaa007+5.0,,,https://ror.org/05hs6h993,US,Education
10.1093/joc/jqaa013+1.0,,,https://ror.org/01q1z8k08,US,Education
10.1093/joc/jqaa009+2.0,,,https://ror.org/03prydq77,AT,Education
10.1093/ccc/tcaa003+3.0,,,https://ror.org/022j4a796,US,Education
10.1093/hcr/hqz022+2.0,,,https://ror.org/02ttsq026,US,Education
10.1093/ct/qtz023+1.0,,,https://ror.org/01y7m0485,US,Education
10.1093/jcmc/zmz018+1.0,,,https://ror.org/050kcr883,US,Education
10.1093/hcr/hqz023+3.0,,,https://ror.org/05hs6h993,US,Education
10.1093/ccc/tcaa003+1.0,,,https://ror.org/052w4zt36,US,Education
10.1093/ct/qtz006+1.0,,,https://ror.org/00kx1jb78,US,Education
10.1093/joc/jqaa005+5.0,,,https://ror.org/01q1z8k08,US,Education
10.1093/ct/qtz031+1.0,,,https://ror.org/012p63287,NL,Education
10.1093/ccc/tcz048+1.0,,,https://ror.org/02n2fzt79,US,Education
10.1093/hcr/hqz012+3.0,,,https://ror.org/00rs6vg23,US,Education
10.1093/ccc/tcz035+1.0,,,https://ror.org/02bfwt286,AU,Education
10.1093/hcr/hqaa004+1.0,,,https://ror.org/02aqsxs83,US,Education
10.1093/ct/qtz026+1.0,,,https://ror.org/00rqy9422,AU,Education
