authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,gImageLink,race_prediction
10.1093/hcr/hqaa011+2.0,10.1093/hcr/hqaa011,https://academic.oup.com/hcr/article/47/2/166/5929326,2021,"Political Comedy as a Gateway to News Use, Internal Efficacy, and Participation: A Longitudinal Mediation Analysis",Human Communication Research,3.0,2.0,Min Seon Jeong,Min,Jeong,"School of Communication, The Ohio State University, Columbus, Ohio 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Min+Jeong,https://www.google.com/search?q=Min+Seon+Jeong+school+of+communication+the+ohio+state+university+columbus+ohio+usa,male,0.57,7493.0,Low,Min Seon Jeong,Min,Jeong,"School of Communication, The Ohio State University, Columbus, Ohio 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Min+Jeong,https://www.google.com/search?q=Min+Seon+Jeong+school+of+communication+the+ohio+state+university+columbus+ohio+usa,api,High,0.9885699,0.0008962567,0.0060783415,0.0044555403,0.9885699,0.0060783415,0.98249155,school of communication the ohio state university columbus ohio usa,"School of Communication, The Ohio State University, Columbus, Ohio 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,https://www.google.com/search?q=Min+Jeong&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1982.tb00477.x+1.0,10.1111/j.1460-2466.1982.tb00477.x,https://academic.oup.com/joc/article/32/1/53/4372065,1982,Policy Planning and Technocratic Power: The Significance of OTP,Journal of Communication,1.0,1.0,James Miller,James,Miller,1 James Miller is Assistant Professor of Communications at Hampshire College,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Miller,https://www.google.com/search?q=James+Miller+james+miller+is+assistant+professor+of+communications+at+hampshire+college,male,0.99,117309.0,High,James Miller,James,Miller,1 James Miller is Assistant Professor of Communications at Hampshire College,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Miller,https://www.google.com/search?q=James+Miller+james+miller+is+assistant+professor+of+communications+at+hampshire+college,white,High,0.005957408,0.093971096,0.028092612,0.8719789,0.8719789,0.093971096,0.7780078,james miller is assistant professor of communications at hampshire college,1 James Miller is Assistant Professor of Communications at Hampshire College,Hampshire College,Exact,https://ror.org/03pe1mm80,https://www.google.com/search?q=James+Miller&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2885.2004.tb00318.x+1.0,10.1111/j.1468-2885.2004.tb00318.x,https://academic.oup.com/ct/article/14/4/328/4110457,2004,Flow and Media Enjoyment,Communication Theory,1.0,1.0,John L. Sherry,John,Sherry,"1 John Sherry (PhD, Michigan State University) is an assistant professor in the Department of Communication at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Sherry,https://www.google.com/search?q=John+L.+Sherry+john+sherry+is+an+assistant+professor+in+the+department+of+communication+at+michigan+state+university,male,0.99,218952.0,High,John L. Sherry,John,Sherry,"1 John Sherry (PhD, Michigan State University) is an assistant professor in the Department of Communication at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Sherry,https://www.google.com/search?q=John+L.+Sherry+john+sherry+is+an+assistant+professor+in+the+department+of+communication+at+michigan+state+university,white,High,0.006914748,0.12163142,0.033535507,0.8379183,0.8379183,0.12163142,0.71628684,john sherry is an assistant professor in the department of communication at michigan state university,"1 John Sherry (PhD, Michigan State University) is an assistant professor in the Department of Communication at Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993,https://www.google.com/search?q=John+Sherry&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1957.tb00251.x+1.0,10.1111/j.1460-2466.1957.tb00251.x,https://academic.oup.com/joc/article/7/1/24/4609660,1957,Colonel Blunderbuss' Battle Cry,Journal of Communication,1.0,1.0,John B. Haney,John,Haney,"1 Communication Techniques Division, Air Command and Staff College, Maxwell Air Force Base, Alabama",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Haney,https://www.google.com/search?q=John+B.+Haney+communication+techniques+division+air+command+and+staff+college+maxwell+air+force+base+alabama,male,0.99,218952.0,High,John B. Haney,John,Haney,"1 Communication Techniques Division, Air Command and Staff College, Maxwell Air Force Base, Alabama",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Haney,https://www.google.com/search?q=John+B.+Haney+communication+techniques+division+air+command+and+staff+college+maxwell+air+force+base+alabama,white,High,0.01253587,0.05558103,0.013030638,0.9188524,0.9188524,0.05558103,0.86327136,communication techniques division air command and staff college maxwell air force base alabama,"1 Communication Techniques Division, Air Command and Staff College, Maxwell Air Force Base, Alabama",Maxwell Air Force Base,API_QUERY,https://ror.org/005278833,https://www.google.com/search?q=John+Haney&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1093/ct/qtaa032+1.0,10.1093/ct/qtaa032,https://academic.oup.com/ct/article/31/1/127/6025423,2021,Civic Learning and Self-Determination: A Model of User-Generated Content and Civic Readiness Among Actualizing Citizens,Communication Theory,2.0,1.0,Melissa R Gotlieb,Melissa,Gotlieb,"Department of Advertising &amp; Brand Strategy, College of Media and Communication, Texas Tech University , Lubbock, TX 79409,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Gotlieb,https://www.google.com/search?q=Melissa+R+Gotlieb+department+of+advertising+amp+brand+strategy+college+of+media+and+communication+texas+tech+university+lubbock+tx+usa,female,0.99,63975.0,High,Melissa R Gotlieb,Melissa,Gotlieb,"Department of Advertising &amp; Brand Strategy, College of Media and Communication, Texas Tech University , Lubbock, TX 79409,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melissa+Gotlieb,https://www.google.com/search?q=Melissa+R+Gotlieb+department+of+advertising+amp+brand+strategy+college+of+media+and+communication+texas+tech+university+lubbock+tx+usa,white,High,0.013631272,0.04194615,0.023976311,0.9204462,0.9204462,0.04194615,0.87850004,department of advertising amp brand strategy college of media and communication texas tech university lubbock tx usa,"Department of Advertising &amp; Brand Strategy, College of Media and Communication, Texas Tech University , Lubbock, TX 79409,  USA",Texas Tech University,Exact,https://ror.org/0405mnx93,https://www.google.com/search?q=Melissa+Gotlieb&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1753-9137.2009.01054.x+1.0,10.1111/j.1753-9137.2009.01054.x,https://academic.oup.com/ccc/article/3/1/1/4067388,2010,(Re-)Inventing Home Affairs: Feminist Solidarity and the South African Nation,"Communication, Culture and Critique",1.0,1.0,Shelley-Jean Bradfield,Shelley-Jean,Bradfield,"1 Communication and Culture, Indiana University, Bloomington, IN 47408, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Shelley-Jean+Bradfield,https://www.google.com/search?q=Shelley-Jean+Bradfield+communication+and+culture+indiana+university+bloomington+in+usa,,0.0,0.0,Low,Shelley-Jean Bradfield,Shelley-Jean,Bradfield,"1 Communication and Culture, Indiana University, Bloomington, IN 47408, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Shelley-Jean+Bradfield,https://www.google.com/search?q=Shelley-Jean+Bradfield+communication+and+culture+indiana+university+bloomington+in+usa,white,High,0.0065599256,0.16317123,0.025731234,0.8045376,0.8045376,0.16317123,0.64136636,communication and culture indiana university bloomington in usa,"1 Communication and Culture, Indiana University, Bloomington, IN 47408, USA",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,https://www.google.com/search?q=Shelley-Jean+Bradfield&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1973.tb00931.x+2.0,10.1111/j.1460-2466.1973.tb00931.x,https://academic.oup.com/joc/article/23/1/64/4553574,1973,Semantic Differential Stability as a Function of Meaning Domain,Journal of Communication,2.0,2.0,Harold J. Nichols,Harold,Nichols,"2 Harold J. Nichols (Ph.D., Indiana University, 1971) is Assistant Professor of Speech at Kansas State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harold+Nichols,https://www.google.com/search?q=Harold+J.+Nichols+harold+j+nichols+is+assistant+professor+of+speech+at+kansas+state+university,male,0.99,5937.0,High,Harold J. Nichols,Harold,Nichols,"2 Harold J. Nichols (Ph.D., Indiana University, 1971) is Assistant Professor of Speech at Kansas State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Harold+Nichols,https://www.google.com/search?q=Harold+J.+Nichols+harold+j+nichols+is+assistant+professor+of+speech+at+kansas+state+university,white,High,0.014902597,0.118009396,0.04204041,0.82504755,0.82504755,0.118009396,0.70703816,harold j nichols is assistant professor of speech at kansas state university,"2 Harold J. Nichols (Ph.D., Indiana University, 1971) is Assistant Professor of Speech at Kansas State University",Kansas State University,Exact,https://ror.org/05p1j8758,https://www.google.com/search?q=Harold+Nichols&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2958.1985.tb00053.x+3.0,10.1111/j.1468-2958.1985.tb00053.x,https://academic.oup.com/hcr/article/11/3/387/4587788,1985,Relational Distance in Managing Conflict,Human Communication Research,4.0,3.0,Mark Hamilton,Mark,Hamilton,"3 Mark Hamilton (M.A., Michigan State University, 1983) is Assistant Professor of Communication at the University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Hamilton,https://www.google.com/search?q=Mark+Hamilton+mark+hamilton+is+assistant+professor+of+communication+at+the+university+of+hawaii,male,0.99,119313.0,High,Mark Hamilton,Mark,Hamilton,"3 Mark Hamilton (M.A., Michigan State University, 1983) is Assistant Professor of Communication at the University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Hamilton,https://www.google.com/search?q=Mark+Hamilton+mark+hamilton+is+assistant+professor+of+communication+at+the+university+of+hawaii,white,Low,0.006872809,0.21027298,0.021767614,0.76108664,0.76108664,0.21027298,0.5508137,mark hamilton is assistant professor of communication at the university of hawaii,"3 Mark Hamilton (M.A., Michigan State University, 1983) is Assistant Professor of Communication at the University of Hawaii",University of Hawaii at Hilo,API_QUERY,https://ror.org/02mp2av58,https://www.google.com/search?q=Mark+Hamilton&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1993.tb01272.x+1.0,10.1111/j.1460-2466.1993.tb01272.x,https://academic.oup.com/joc/article/43/3/18/4160028,1993,"Communication—Embrace the Subject, not the Field",Journal of Communication,1.0,1.0,James R. Beniger,James,Beniger,"1 James R. Beniger is an associate professor at the Annenberg School for Communication, University of Southern California.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Beniger,https://www.google.com/search?q=James+R.+Beniger+james+r+beniger+is+an+associate+professor+at+the+annenberg+school+for+communication+university+of+southern+california,male,0.99,117309.0,High,James R. Beniger,James,Beniger,"1 James R. Beniger is an associate professor at the Annenberg School for Communication, University of Southern California.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Beniger,https://www.google.com/search?q=James+R.+Beniger+james+r+beniger+is+an+associate+professor+at+the+annenberg+school+for+communication+university+of+southern+california,white,High,0.0061132438,0.025015237,0.037121087,0.9317505,0.9317505,0.037121087,0.89462936,james r beniger is an associate professor at the annenberg school for communication university of southern california,"1 James R. Beniger is an associate professor at the Annenberg School for Communication, University of Southern California.",University of Southern California,Exact,https://ror.org/03taz7m60,https://www.google.com/search?q=James+Beniger&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2958.2007.00297.x+5.0,10.1111/j.1468-2958.2007.00297.x,https://academic.oup.com/hcr/article/33/2/219/4210793,2007,"Psychological Reactance and Promotional Health Messages: The Effects of Controlling Language, Lexical Concreteness, and the Restoration of Freedom",Human Communication Research,5.0,5.0,Kimberly A. Potts,Kimberly,Potts,"1 Department of Communication, University of Oklahoma, Norman, OK 73019",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Potts,https://www.google.com/search?q=Kimberly+A.+Potts+department+of+communication+university+of+oklahoma+norman+ok,female,0.99,17328.0,High,Kimberly A. Potts,Kimberly,Potts,"1 Department of Communication, University of Oklahoma, Norman, OK 73019",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Potts,https://www.google.com/search?q=Kimberly+A.+Potts+department+of+communication+university+of+oklahoma+norman+ok,white,High,0.0021913962,0.08009395,0.022430995,0.89528376,0.89528376,0.08009395,0.81518984,department of communication university of oklahoma norman ok,"1 Department of Communication, University of Oklahoma, Norman, OK 73019",University of Oklahoma,Exact,https://ror.org/02aqsxs83,https://www.google.com/search?q=Kimberly+Potts&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2958.1987.tb00108.x+3.0,10.1111/j.1468-2958.1987.tb00108.x,https://academic.oup.com/hcr/article/13/3/323/4587683,1987,Male/Female Gaze in Same-Sex and Mixed-Sex Dyads: Gender-Linked Differences and Mutual Influence,Human Communication Research,4.0,3.0,John M. Wiemann,John,Wiemann,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+john+m+wiemann+is+an+associate+professor+of+communication+at+the+university+of+california+santa+barbara+ca,male,0.99,218952.0,High,John M. Wiemann,John,Wiemann,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Wiemann,https://www.google.com/search?q=John+M.+Wiemann+john+m+wiemann+is+an+associate+professor+of+communication+at+the+university+of+california+santa+barbara+ca,white,High,0.0015450498,0.006627611,0.028674658,0.96315277,0.96315277,0.028674658,0.9344781,john m wiemann is an associate professor of communication at the university of california santa barbara ca,"3 John M. Wiemann (Ph.D. Purdue University, 1975) is an associate professor of communication at the University of California, Santa Barbara, CA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,https://www.google.com/search?q=John+Wiemann&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
